Year,Title,Domestic,International,Worldwide,ImdbID,URL
1990,Parenthood,"$100,047,830",$0,"$100,047,830",tt0098067,https://www.boxofficemojo.com/release/rl2221508097/?ref_=bo_yld_table_139
1990,Kindergarten Cop,"$91,457,688","$7,918,560","$99,376,248",tt0099938,https://www.boxofficemojo.com/release/rl1516013057/?ref_=bo_yld_table_40
1990,Days of Thunder,"$82,670,733","$4,492,812","$87,163,545",tt0099371,https://www.boxofficemojo.com/release/rl1246529025/?ref_=bo_yld_table_12
1990,The War of the Roses,"$86,888,546",$0,"$86,888,546",tt0098621,https://www.boxofficemojo.com/release/rl796427777/?ref_=bo_yld_table_21
1990,Presumed Innocent,"$86,303,188",$0,"$86,303,188",tt0100404,https://www.boxofficemojo.com/release/rl2775287297/?ref_=bo_yld_table_11
1990,The Little Mermaid,"$84,355,863","$1,193","$84,357,056",tt0097757,https://www.boxofficemojo.com/release/rl929138177/?ref_=bo_yld_table_31
1990,Steel Magnolias,"$83,759,091",$0,"$83,759,091",tt0098384,https://www.boxofficemojo.com/release/rl4084434433/?ref_=bo_yld_table_28
1990,Another 48 Hrs.,"$80,818,974",$0,"$80,818,974",tt0099044,https://www.boxofficemojo.com/release/rl507676161/?ref_=bo_yld_table_13
1990,Three Men and a Little Lady,"$71,609,321",$0,"$71,609,321",tt0098966,https://www.boxofficemojo.com/release/rl2436990465/?ref_=bo_yld_table_20
1990,National Lampoon's Christmas Vacation,"$71,319,526","$1,484","$71,321,010",tt0097958,https://www.boxofficemojo.com/release/rl2454423041/?ref_=bo_yld_table_72
1990,Bird on a Wire,"$70,978,012",$0,"$70,978,012",tt0099141,https://www.boxofficemojo.com/release/rl1330087425/?ref_=bo_yld_table_14
1990,Born on the Fourth of July,"$70,001,698",$0,"$70,001,698",tt0096969,https://www.boxofficemojo.com/release/rl2823194113/?ref_=bo_yld_table_15
1990,The Godfather Part III,"$66,666,062","$108,809","$66,774,871",tt0099674,https://www.boxofficemojo.com/release/rl1414825473/?ref_=bo_yld_table_46
1990,Tango & Cash,"$63,408,614",$0,"$63,408,614",tt0098439,https://www.boxofficemojo.com/release/rl3010823681/?ref_=bo_yld_table_24
1990,Flatliners,"$61,489,265",$0,"$61,489,265",tt0099582,https://www.boxofficemojo.com/release/rl3260253697/?ref_=bo_yld_table_16
1990,Misery,"$61,276,872",$0,"$61,276,872",tt0100157,https://www.boxofficemojo.com/release/rl3781330433/?ref_=bo_yld_table_33
1990,Harlem Nights,"$60,864,870",$0,"$60,864,870",tt0097481,https://www.boxofficemojo.com/release/rl1230407169/?ref_=bo_yld_table_118
1990,Edward Scissorhands,"$56,362,352","$1,538","$56,363,890",tt0099487,https://www.boxofficemojo.com/release/rl5342721/?ref_=bo_yld_table_58
1990,Problem Child,"$53,470,891",$0,"$53,470,891",tt0100419,https://www.boxofficemojo.com/release/rl3228272129/?ref_=bo_yld_table_18
1990,Arachnophobia,"$53,208,180",$0,"$53,208,180",tt0099052,https://www.boxofficemojo.com/release/rl1229096449/?ref_=bo_yld_table_19
1990,Awakenings,"$52,096,475",$0,"$52,096,475",tt0099077,https://www.boxofficemojo.com/release/rl558204417/?ref_=bo_yld_table_194
1990,Look Who's Talking Too,"$47,789,074",$0,"$47,789,074",tt0100050,https://www.boxofficemojo.com/release/rl3026290177/?ref_=bo_yld_table_54
1990,Hard to Kill,"$47,410,827",$0,"$47,410,827",tt0099739,https://www.boxofficemojo.com/release/rl1364624897/?ref_=bo_yld_table_22
1990,Goodfellas,"$46,836,214","$20,512","$46,856,726",tt0099685,https://www.boxofficemojo.com/release/rl3998516737/?ref_=bo_yld_table_34
1990,Marked for Death,"$46,044,396",$0,"$46,044,396",tt0100114,https://www.boxofficemojo.com/release/rl1382254081/?ref_=bo_yld_table_23
1990,RoboCop 2,"$45,681,173","$1,311","$45,682,484",tt0100502,https://www.boxofficemojo.com/release/rl1382843905/?ref_=bo_yld_table_25
1990,The Jungle Book,"$44,645,619",$0,"$44,645,619",tt0061852,https://www.boxofficemojo.com/release/rl2422048257/?ref_=bo_yld_table_26
1990,Young Guns II,"$44,143,410",$0,"$44,143,410",tt0100994,https://www.boxofficemojo.com/release/rl2189067777/?ref_=bo_yld_table_27
1990,Always,"$43,858,790",$0,"$43,858,790",tt0096794,https://www.boxofficemojo.com/release/rl1833141761/?ref_=bo_yld_table_37
1990,Gremlins 2: The New Batch,"$41,482,207",$0,"$41,482,207",tt0099700,https://www.boxofficemojo.com/release/rl3109520897/?ref_=bo_yld_table_29
1990,Rocky V,"$40,946,358",$0,"$40,946,358",tt0100507,https://www.boxofficemojo.com/release/rl3060565505/?ref_=bo_yld_table_30
1990,Joe Versus the Volcano,"$39,404,261",$0,"$39,404,261",tt0099892,https://www.boxofficemojo.com/release/rl1952286209/?ref_=bo_yld_table_35
1990,Postcards from the Edge,"$39,071,603",$0,"$39,071,603",tt0100395,https://www.boxofficemojo.com/release/rl1500218881/?ref_=bo_yld_table_32
1990,Mermaids,"$35,419,397",$0,"$35,419,397",tt0100140,https://www.boxofficemojo.com/release/rl2103608833/?ref_=bo_yld_table_90
1990,Darkman,"$33,878,502",$337,"$33,878,839",tt0099365,https://www.boxofficemojo.com/release/rl239896065/?ref_=bo_yld_table_36
1990,Air America,"$31,053,601",$0,"$31,053,601",tt0099005,https://www.boxofficemojo.com/release/rl2336261633/?ref_=bo_yld_table_38
1990,Predator 2,"$30,669,413",$542,"$30,669,955",tt0100403,https://www.boxofficemojo.com/release/rl2892727809/?ref_=bo_yld_table_39
1990,Pacific Heights,"$29,381,956",$0,"$29,381,956",tt0100318,https://www.boxofficemojo.com/release/rl1365870081/?ref_=bo_yld_table_41
1990,Child's Play 2,"$28,501,605",$0,"$28,501,605",tt0099253,https://www.boxofficemojo.com/release/rl860521985/?ref_=bo_yld_table_42
1990,The Rescuers Down Under,"$27,931,461",$0,"$27,931,461",tt0100477,https://www.boxofficemojo.com/release/rl2506982913/?ref_=bo_yld_table_65
1990,Internal Affairs,"$27,734,391",$0,"$27,734,391",tt0099850,https://www.boxofficemojo.com/release/rl878347777/?ref_=bo_yld_table_43
1990,Cadillac Man,"$27,627,310",$0,"$27,627,310",tt0099204,https://www.boxofficemojo.com/release/rl977831425/?ref_=bo_yld_table_44
1990,Memphis Belle,"$27,441,977",$0,"$27,441,977",tt0100133,https://www.boxofficemojo.com/release/rl492996097/?ref_=bo_yld_table_45
1990,All Dogs Go to Heaven,"$27,100,027",$0,"$27,100,027",tt0096787,https://www.boxofficemojo.com/release/rl692291073/?ref_=bo_yld_table_119
1990,Glory,"$26,828,365",$0,"$26,828,365",tt0097441,https://www.boxofficemojo.com/release/rl1733592577/?ref_=bo_yld_table_48
1990,House Party,"$26,385,627",$0,"$26,385,627",tt0099800,https://www.boxofficemojo.com/release/rl1532528129/?ref_=bo_yld_table_49
1990,Jacob's Ladder,"$26,118,851",$0,"$26,118,851",tt0099871,https://www.boxofficemojo.com/release/rl4267345409/?ref_=bo_yld_table_50
1990,The Exorcist III,"$26,098,824",$0,"$26,098,824",tt0099528,https://www.boxofficemojo.com/release/rl1599112705/?ref_=bo_yld_table_51
1990,Fantasia,"$25,363,371",$0,"$25,363,371",tt0032455,https://www.boxofficemojo.com/release/rl3629155841/?ref_=bo_yld_table_52
1990,Navy Seals,"$25,069,101",$0,"$25,069,101",tt0100232,https://www.boxofficemojo.com/release/rl2221180417/?ref_=bo_yld_table_53
1990,Ernest Goes to Jail,"$25,029,569",$0,"$25,029,569",tt0099512,https://www.boxofficemojo.com/release/rl3243148801/?ref_=bo_yld_table_55
1990,Ghost Dad,"$24,707,633",$0,"$24,707,633",tt0099654,https://www.boxofficemojo.com/release/rl3730146817/?ref_=bo_yld_table_57
1990,My Blue Heaven,"$23,591,472",$0,"$23,591,472",tt0100212,https://www.boxofficemojo.com/release/rl658933249/?ref_=bo_yld_table_59
1990,The Russia House,"$22,997,992",$0,"$22,997,992",tt0100530,https://www.boxofficemojo.com/release/rl409961985/?ref_=bo_yld_table_110
1990,The First Power,"$22,424,195",$0,"$22,424,195",tt0099578,https://www.boxofficemojo.com/release/rl4048782849/?ref_=bo_yld_table_60
1990,The Rookie,"$21,633,874",$0,"$21,633,874",tt0100514,https://www.boxofficemojo.com/release/rl2221704705/?ref_=bo_yld_table_74
1990,The Freshman,"$21,460,601",$0,"$21,460,601",tt0099615,https://www.boxofficemojo.com/release/rl3444737537/?ref_=bo_yld_table_61
1990,The Adventures of Ford Fairlane,"$21,413,502",$0,"$21,413,502",tt0098987,https://www.boxofficemojo.com/release/rl1363183105/?ref_=bo_yld_table_62
1990,Quigley Down Under,"$21,413,105",$0,"$21,413,105",tt0102744,https://www.boxofficemojo.com/release/rl2691335681/?ref_=bo_yld_table_63
1990,Madhouse,"$21,036,771",$0,"$21,036,771",tt0100087,https://www.boxofficemojo.com/release/rl2959115777/?ref_=bo_yld_table_64
1990,Jetsons: The Movie,"$20,305,841",$0,"$20,305,841",tt0099878,https://www.boxofficemojo.com/release/rl660440577/?ref_=bo_yld_table_66
1990,Stella,"$20,240,128",$0,"$20,240,128",tt0100691,https://www.boxofficemojo.com/release/rl4151543297/?ref_=bo_yld_table_67
1990,Taking Care of Business,"$20,005,435",$0,"$20,005,435",tt0103035,https://www.boxofficemojo.com/release/rl1769309697/?ref_=bo_yld_table_68
1990,The Bonfire of the Vanities,"$15,691,192","$4,216,063","$19,907,255",tt0099165,https://www.boxofficemojo.com/release/rl1430685185/?ref_=bo_yld_table_111
1990,Betsy's Wedding,"$19,740,070",$0,"$19,740,070",tt0099128,https://www.boxofficemojo.com/release/rl4249126401/?ref_=bo_yld_table_69
1990,Blaze,"$19,131,246",$0,"$19,131,246",tt0096943,https://www.boxofficemojo.com/release/rl4031219201/?ref_=bo_yld_table_103
1990,DuckTales the Movie: Treasure of the Lost Lamp,"$18,115,724",$0,"$18,115,724",tt0099472,https://www.boxofficemojo.com/release/rl4031677953/?ref_=bo_yld_table_70
1990,Sibling Rivalry,"$17,854,933",$0,"$17,854,933",tt0100611,https://www.boxofficemojo.com/release/rl1886488065/?ref_=bo_yld_table_71
1990,White Palace,"$17,487,531",$0,"$17,487,531",tt0103251,https://www.boxofficemojo.com/release/rl326862337/?ref_=bo_yld_table_73
1990,The Guardian,"$17,037,887",$0,"$17,037,887",tt0099710,https://www.boxofficemojo.com/release/rl2320991745/?ref_=bo_yld_table_81
1990,Death Warrant,"$16,853,487",$0,"$16,853,487",tt0099385,https://www.boxofficemojo.com/release/rl3947660801/?ref_=bo_yld_table_75
1990,Tremors,"$16,667,084","$3,132","$16,670,216",tt0100814,https://www.boxofficemojo.com/release/rl2625078785/?ref_=bo_yld_table_76
1990,Tales from the Darkside: The Movie,"$16,324,573",$0,"$16,324,573",tt0100740,https://www.boxofficemojo.com/release/rl1232438785/?ref_=bo_yld_table_77
1990,Men at Work,"$16,247,964",$0,"$16,247,964",tt0100135,https://www.boxofficemojo.com/release/rl358778369/?ref_=bo_yld_table_78
1990,I Love You to Death,"$16,186,793",$0,"$16,186,793",tt0099819,https://www.boxofficemojo.com/release/rl526419457/?ref_=bo_yld_table_79
1990,Mo' Better Blues,"$16,153,593",$0,"$16,153,593",tt0100168,https://www.boxofficemojo.com/release/rl996509185/?ref_=bo_yld_table_80
1990,Avalon,"$15,740,796",$0,"$15,740,796",tt0099073,https://www.boxofficemojo.com/release/rl860194305/?ref_=bo_yld_table_82
1990,Revenge,"$15,645,616",$0,"$15,645,616",tt0100485,https://www.boxofficemojo.com/release/rl3731719681/?ref_=bo_yld_table_83
1990,Reversal of Fortune,"$15,445,131",$0,"$15,445,131",tt0100486,https://www.boxofficemojo.com/release/rl3530393089/?ref_=bo_yld_table_84
1990,Mr. Destiny,"$15,379,253",$0,"$15,379,253",tt0100201,https://www.boxofficemojo.com/release/rl2305132033/?ref_=bo_yld_table_85
1990,Spaced Invaders,"$15,369,573",$0,"$15,369,573",tt0100666,https://www.boxofficemojo.com/release/rl3799025153/?ref_=bo_yld_table_86
1990,She-Devil,"$15,351,421",$0,"$15,351,421",tt0098309,https://www.boxofficemojo.com/release/rl3882780161/?ref_=bo_yld_table_134
1990,Quick Change,"$15,260,154",$0,"$15,260,154",tt0100449,https://www.boxofficemojo.com/release/rl3026880001/?ref_=bo_yld_table_87
1990,Fire Birds,"$14,760,451",$0,"$14,760,451",tt0099575,https://www.boxofficemojo.com/release/rl2639496705/?ref_=bo_yld_table_88
1990,My Left Foot,"$14,743,391",$0,"$14,743,391",tt0097937,https://www.boxofficemojo.com/release/rl1986299393/?ref_=bo_yld_table_94
1990,Wild at Heart,"$14,560,247","$15,311","$14,575,558",tt0100935,https://www.boxofficemojo.com/release/rl1400604161/?ref_=bo_yld_table_89
1990,The Wizard,"$14,278,900",$0,"$14,278,900",tt0098663,https://www.boxofficemojo.com/release/rl3816523265/?ref_=bo_yld_table_121
1990,Lord of the Flies,"$13,985,225",$0,"$13,985,225",tt0100054,https://www.boxofficemojo.com/release/rl2875295233/?ref_=bo_yld_table_91
1990,Crazy People,"$13,236,513",$0,"$13,236,513",tt0099316,https://www.boxofficemojo.com/release/rl1498252801/?ref_=bo_yld_table_92
1990,Bad Influence,"$12,626,043",$0,"$12,626,043",tt0099091,https://www.boxofficemojo.com/release/rl1363510785/?ref_=bo_yld_table_93
1990,We're No Angels,"$10,555,348","$2,047,630","$12,602,978",tt0098625,https://www.boxofficemojo.com/release/rl2759362049/?ref_=bo_yld_table_149
1990,Cinema Paradiso,"$11,990,401","$471,661","$12,462,062",tt0095765,https://www.boxofficemojo.com/release/rl4048258561/?ref_=bo_yld_table_106
1990,Family Business,"$12,195,695",$0,"$12,195,695",tt0097328,https://www.boxofficemojo.com/release/rl4266690049/?ref_=bo_yld_table_137
1990,Graveyard Shift,"$11,582,891",$0,"$11,582,891",tt0099697,https://www.boxofficemojo.com/release/rl72844801/?ref_=bo_yld_table_95
1990,Henry & June,"$11,567,449",$0,"$11,567,449",tt0099762,https://www.boxofficemojo.com/release/rl408520193/?ref_=bo_yld_table_96
1990,Pump Up the Volume,"$11,541,758",$0,"$11,541,758",tt0100436,https://www.boxofficemojo.com/release/rl1953138177/?ref_=bo_yld_table_97
1990,Opportunity Knocks,"$11,359,129",$0,"$11,359,129",tt0100301,https://www.boxofficemojo.com/release/rl3697706497/?ref_=bo_yld_table_98
1990,Q&A,"$11,207,891",$0,"$11,207,891",tt0100442,https://www.boxofficemojo.com/release/rl1332381185/?ref_=bo_yld_table_99
1990,Wild Orchid,"$11,060,485",$0,"$11,060,485",tt0100934,https://www.boxofficemojo.com/release/rl3514533377/?ref_=bo_yld_table_100
1990,Nuns on the Run,"$10,959,015",$0,"$10,959,015",tt0100280,https://www.boxofficemojo.com/release/rl3479668225/?ref_=bo_yld_table_101
1990,Narrow Margin,"$10,873,237",$0,"$10,873,237",tt0100224,https://www.boxofficemojo.com/release/rl2674165249/?ref_=bo_yld_table_102
1990,The Witches,"$10,360,553",$0,"$10,360,553",tt0100944,https://www.boxofficemojo.com/release/rl4135290369/?ref_=bo_yld_table_104
1990,The Adventures of Milo and Otis,"$10,351,534",$0,"$10,351,534",tt0097050,https://www.boxofficemojo.com/release/rl1396737537/?ref_=bo_yld_table_105
1990,Henry V,"$10,161,099",$0,"$10,161,099",tt0097499,https://www.boxofficemojo.com/release/rl475629057/?ref_=bo_yld_table_108
1990,The Two Jakes,"$10,005,969",$0,"$10,005,969",tt0100828,https://www.boxofficemojo.com/release/rl1618380289/?ref_=bo_yld_table_107
1990,Miami Blues,"$9,888,167",$0,"$9,888,167",tt0100143,https://www.boxofficemojo.com/release/rl1449297409/?ref_=bo_yld_table_109
1990,Nightbreed,"$8,862,354","$607,341","$9,469,695",tt0100260,https://www.boxofficemojo.com/release/rl476546561/?ref_=bo_yld_table_112
1990,Havana,"$9,243,140",$0,"$9,243,140",tt0099747,https://www.boxofficemojo.com/release/rl2656470529/?ref_=bo_yld_table_122
1990,Ski Patrol,"$8,533,973",$0,"$8,533,973",tt0100631,https://www.boxofficemojo.com/release/rl3916531201/?ref_=bo_yld_table_113
1990,Cry-Baby,"$8,266,343",$0,"$8,266,343",tt0099329,https://www.boxofficemojo.com/release/rl2538440193/?ref_=bo_yld_table_114
1990,Blue Steel,"$8,217,997",$0,"$8,217,997",tt0099160,https://www.boxofficemojo.com/release/rl340166145/?ref_=bo_yld_table_115
1990,Funny About Love,"$8,141,292",$0,"$8,141,292",tt0099623,https://www.boxofficemojo.com/release/rl2035648001/?ref_=bo_yld_table_116
1990,"Enemies, A Love Story","$7,754,571",$0,"$7,754,571",tt0097276,https://www.boxofficemojo.com/release/rl4132537857/?ref_=bo_yld_table_117
1990,"The Cook, the Thief, His Wife & Her Lover","$7,724,701","$3,322","$7,728,023",tt0097108,https://www.boxofficemojo.com/release/rl2202895873/?ref_=bo_yld_table_127
1990,Almost an Angel,"$6,939,946",$0,"$6,939,946",tt0099018,https://www.boxofficemojo.com/release/rl239306241/?ref_=bo_yld_table_144
1990,Roger & Me,"$6,706,368",$0,"$6,706,368",tt0098213,https://www.boxofficemojo.com/release/rl2876016129/?ref_=bo_yld_table_124
1990,Delta Force 2: The Colombian Connection,"$6,698,361",$0,"$6,698,361",tt0099399,https://www.boxofficemojo.com/release/rl609191425/?ref_=bo_yld_table_120
1990,Flashback,"$6,488,114",$0,"$6,488,114",tt0099581,https://www.boxofficemojo.com/release/rl3394471425/?ref_=bo_yld_table_123
1990,The Gods Must Be Crazy II,"$6,291,444",$0,"$6,291,444",tt0097443,https://www.boxofficemojo.com/release/rl1146390017/?ref_=bo_yld_table_125
1990,Music Box,"$6,263,883",$0,"$6,263,883",tt0100211,https://www.boxofficemojo.com/release/rl711230977/?ref_=bo_yld_table_133
1990,Men Don't Leave,"$6,070,725",$0,"$6,070,725",tt0100134,https://www.boxofficemojo.com/release/rl375555585/?ref_=bo_yld_table_126
1990,Night of the Living Dead,"$5,835,247",$0,"$5,835,247",tt0100258,https://www.boxofficemojo.com/release/rl1902609921/?ref_=bo_yld_table_128
1990,Stanley & Iris,"$5,820,015",$0,"$5,820,015",tt0100680,https://www.boxofficemojo.com/release/rl1467188737/?ref_=bo_yld_table_129
1990,Leatherface: Texas Chainsaw Massacre III,"$5,765,562",$0,"$5,765,562",tt0099994,https://www.boxofficemojo.com/release/rl1601603073/?ref_=bo_yld_table_130
1990,Hardware,"$5,728,953",$782,"$5,729,735",tt0099740,https://www.boxofficemojo.com/release/rl1381402113/?ref_=bo_yld_table_131
1990,Loose Cannons,"$5,585,154",$0,"$5,585,154",tt0100053,https://www.boxofficemojo.com/release/rl3076621825/?ref_=bo_yld_table_132
1990,Miller's Crossing,"$5,080,409",$0,"$5,080,409",tt0100150,https://www.boxofficemojo.com/release/rl2523039233/?ref_=bo_yld_table_135
1990,The Handmaid's Tale,"$4,960,385",$0,"$4,960,385",tt0099731,https://www.boxofficemojo.com/release/rl760645121/?ref_=bo_yld_table_136
1990,Longtime Companion,"$4,609,953",$0,"$4,609,953",tt0100049,https://www.boxofficemojo.com/release/rl1449231873/?ref_=bo_yld_table_152
1990,Graffiti Bridge,"$4,562,778",$0,"$4,562,778",tt0099691,https://www.boxofficemojo.com/release/rl425166337/?ref_=bo_yld_table_138
1990,Dark Angel,"$4,348,368",$0,"$4,348,368",tt0099817,https://www.boxofficemojo.com/release/rl878413313/?ref_=bo_yld_table_140
1990,Lisa,"$4,347,648",$0,"$4,347,648",tt0100031,https://www.boxofficemojo.com/release/rl3596518913/?ref_=bo_yld_table_141
1990,Lambada,"$4,263,112",$0,"$4,263,112",tt0099969,https://www.boxofficemojo.com/release/rl73369089/?ref_=bo_yld_table_142
1990,Heart Condition,"$4,134,992",$0,"$4,134,992",tt0099750,https://www.boxofficemojo.com/release/rl4082533889/?ref_=bo_yld_table_143
1990,Tie Me Up! Tie Me Down!,"$4,087,361",$0,"$4,087,361",tt0101026,https://www.boxofficemojo.com/release/rl2540996097/?ref_=bo_yld_table_145
1990,Mountains of the Moon,"$4,011,793",$0,"$4,011,793",tt0100196,https://www.boxofficemojo.com/release/rl4016408065/?ref_=bo_yld_table_146
1990,Short Time,"$4,010,647",$0,"$4,010,647",tt0100604,https://www.boxofficemojo.com/release/rl443647489/?ref_=bo_yld_table_147
1990,"Welcome Home, Roxy Carmichael","$3,989,297",$0,"$3,989,297",tt0100911,https://www.boxofficemojo.com/release/rl3011020289/?ref_=bo_yld_table_148
1990,The Lemon Sisters,"$3,473,905",$0,"$3,473,905",tt0100003,https://www.boxofficemojo.com/release/rl324961793/?ref_=bo_yld_table_150
1990,A Shock to the System,"$3,417,056",$0,"$3,417,056",tt0100602,https://www.boxofficemojo.com/release/rl829523457/?ref_=bo_yld_table_151
1990,Camille Claudel,"$3,331,297",$379,"$3,331,676",tt0094828,https://www.boxofficemojo.com/release/rl508069377/?ref_=bo_yld_table_153
1990,Metropolitan,"$2,938,208",$0,"$2,938,208",tt0100142,https://www.boxofficemojo.com/release/rl1734510081/?ref_=bo_yld_table_154
1990,Desperate Hours,"$2,742,912",$0,"$2,742,912",tt0099409,https://www.boxofficemojo.com/release/rl72320513/?ref_=bo_yld_table_155
1990,Blind Fury,"$2,692,037",$0,"$2,692,037",tt0096945,https://www.boxofficemojo.com/release/rl3980887553/?ref_=bo_yld_table_156
1990,"After Dark, My Sweet","$2,678,414",$0,"$2,678,414",tt0098994,https://www.boxofficemojo.com/release/rl1145079297/?ref_=bo_yld_table_157
1990,King of New York,"$2,554,476",$0,"$2,554,476",tt0099939,https://www.boxofficemojo.com/release/rl1197245953/?ref_=bo_yld_table_158
1990,Impulse,"$2,544,504",$0,"$2,544,504",tt0099832,https://www.boxofficemojo.com/release/rl3109783041/?ref_=bo_yld_table_159
1990,Class of 1999,"$2,459,895",$0,"$2,459,895",tt0099277,https://www.boxofficemojo.com/release/rl1028294145/?ref_=bo_yld_table_160
1990,Body Chemistry,"$2,415,312",$0,"$2,415,312",tt0099164,https://www.boxofficemojo.com/release/rl1917224449/?ref_=bo_yld_table_161
1990,Downtown,"$2,346,150",$0,"$2,346,150",tt0099460,https://www.boxofficemojo.com/release/rl1649313281/?ref_=bo_yld_table_162
1990,White Hunter Black Heart,"$2,319,124",$0,"$2,319,124",tt0100928,https://www.boxofficemojo.com/release/rl444302849/?ref_=bo_yld_table_163
1990,Texasville,"$2,268,181",$0,"$2,268,181",tt0103069,https://www.boxofficemojo.com/release/rl712279553/?ref_=bo_yld_table_164
1990,Def by Temptation,"$2,218,579",$0,"$2,218,579",tt0099395,https://www.boxofficemojo.com/release/rl1062176257/?ref_=bo_yld_table_165
1990,The Krays,"$2,060,847",$0,"$2,060,847",tt0099951,https://www.boxofficemojo.com/release/rl3764160001/?ref_=bo_yld_table_166
1990,State of Grace,"$1,911,542",$0,"$1,911,542",tt0100685,https://www.boxofficemojo.com/release/rl2624816641/?ref_=bo_yld_table_167
1990,The Forbidden Dance,"$1,823,154",$0,"$1,823,154",tt0099595,https://www.boxofficemojo.com/release/rl1867679233/?ref_=bo_yld_table_168
1990,Tune in Tomorrow...,"$1,794,001",$0,"$1,794,001",tt0100822,https://www.boxofficemojo.com/release/rl695633409/?ref_=bo_yld_table_169
1990,The Nutcracker Prince,"$1,781,694",$0,"$1,781,694",tt0100281,https://www.boxofficemojo.com/release/rl3311896065/?ref_=bo_yld_table_170
1990,Too Beautiful for You,"$1,776,440",$0,"$1,776,440",tt0098520,https://www.boxofficemojo.com/release/rl578258433/?ref_=bo_yld_table_171
1990,Last Exit to Brooklyn,"$1,730,005",$0,"$1,730,005",tt0097714,https://www.boxofficemojo.com/release/rl1147110913/?ref_=bo_yld_table_172
1990,Jesus of Montreal,"$1,601,612",$0,"$1,601,612",tt0097635,https://www.boxofficemojo.com/release/rl543000065/?ref_=bo_yld_table_173
1990,May Fools,"$1,576,702",$0,"$1,576,702",tt0097884,https://www.boxofficemojo.com/release/rl3848504833/?ref_=bo_yld_table_174
1990,The Last of the Finest,"$1,531,489",$0,"$1,531,489",tt0099991,https://www.boxofficemojo.com/release/rl3093267969/?ref_=bo_yld_table_175
1990,Streets,"$1,510,053",$0,"$1,510,053",tt0100707,https://www.boxofficemojo.com/release/rl1752335873/?ref_=bo_yld_table_176
1990,Monsieur Hire,"$1,417,030",$0,"$1,417,030",tt0097904,https://www.boxofficemojo.com/release/rl6653441/?ref_=bo_yld_table_177
1990,Courage Mountain,"$1,393,610",$0,"$1,393,610",tt0097115,https://www.boxofficemojo.com/release/rl256738817/?ref_=bo_yld_table_178
1990,Repossessed,"$1,382,462",$0,"$1,382,462",tt0100475,https://www.boxofficemojo.com/release/rl2439874049/?ref_=bo_yld_table_179
1990,Daddy's Dyin'... Who's Got the Will?,"$1,373,728",$0,"$1,373,728",tt0099342,https://www.boxofficemojo.com/release/rl3494741505/?ref_=bo_yld_table_180
1990,Everybody Wins,"$1,372,350",$0,"$1,372,350",tt0099520,https://www.boxofficemojo.com/release/rl558925313/?ref_=bo_yld_table_181
1990,The Fourth War,"$1,305,887",$0,"$1,305,887",tt0099606,https://www.boxofficemojo.com/release/rl2622653953/?ref_=bo_yld_table_182
1990,The Hot Spot,"$1,293,976",$0,"$1,293,976",tt0099797,https://www.boxofficemojo.com/release/rl2035844609/?ref_=bo_yld_table_183
1990,Bloodfist II,"$1,292,323",$0,"$1,292,323",tt0099155,https://www.boxofficemojo.com/release/rl3427239425/?ref_=bo_yld_table_184
1990,Robot Jox,"$1,272,977",$0,"$1,272,977",tt0102800,https://www.boxofficemojo.com/release/rl1215071745/?ref_=bo_yld_table_185
1990,Apartment Zero,"$1,267,578",$0,"$1,267,578",tt0094667,https://www.boxofficemojo.com/release/rl1363314177/?ref_=bo_yld_table_187
1990,Slumber Party Massacre III,"$1,242,995",$0,"$1,242,995",tt0100639,https://www.boxofficemojo.com/release/rl1064338945/?ref_=bo_yld_table_186
1990,The Icicle Thief,"$1,231,622",$0,"$1,231,622",tt0097702,https://www.boxofficemojo.com/release/rl861636097/?ref_=bo_yld_table_188
1990,Vital Signs,"$1,224,605",$0,"$1,224,605",tt0100879,https://www.boxofficemojo.com/release/rl2725873153/?ref_=bo_yld_table_189
1990,The Boyfriend School,"$1,171,762",$0,"$1,171,762",tt0099450,https://www.boxofficemojo.com/release/rl659457537/?ref_=bo_yld_table_190
1990,To Sleep with Anger,"$1,161,135",$0,"$1,161,135",tt0100791,https://www.boxofficemojo.com/release/rl259491329/?ref_=bo_yld_table_191
1990,Where the Heart Is,"$1,106,475",$0,"$1,106,475",tt0100924,https://www.boxofficemojo.com/release/rl1031505409/?ref_=bo_yld_table_192
1990,Corporate Affairs,"$1,006,575",$0,"$1,006,575",tt0099305,https://www.boxofficemojo.com/release/rl659392001/?ref_=bo_yld_table_193
1990,Sweetie,"$938,065",$0,"$938,065",tt0098725,https://www.boxofficemojo.com/release/rl863340033/?ref_=bo_yld_table_195
1990,The Blood of Heroes,"$882,290",$0,"$882,290",tt0094764,https://www.boxofficemojo.com/release/rl4081550849/?ref_=bo_yld_table_196
1990,Angel Town,"$855,810",$0,"$855,810",tt0099039,https://www.boxofficemojo.com/release/rl3242427905/?ref_=bo_yld_table_197
1990,Waiting for the Light,"$808,690",$0,"$808,690",tt0100899,https://www.boxofficemojo.com/release/rl4034496001/?ref_=bo_yld_table_198
1990,C'est la vie,"$805,472",$0,"$805,472",tt0099200,https://www.boxofficemojo.com/release/rl3494413825/?ref_=bo_yld_table_199
1990,Coupe de Ville,"$715,983",$0,"$715,983",tt0099310,https://www.boxofficemojo.com/release/rl1884194305/?ref_=bo_yld_table_200
1991,Home Alone,"$285,761,243","$4,172,836","$289,934,079",tt0099785,https://www.boxofficemojo.com/release/rl3629745665/?ref_=bo_yld_table_3
